,0,1
63,player_1,"{7: {'name': 'player_1', 'move': 1}, 6: {'name': 'player_2', 'move': 2}, 4: {'name': 'player_1', 'move': 1}, 3: {'name': 'player_2', 'move': 2}, 1: {'name': 'player_1', 'move': 1}}"
64,player_2,"{7: {'name': 'player_1', 'move': 1}, 6: {'name': 'player_2', 'move': 2}, 4: {'name': 'player_1', 'move': 1}, 3: {'name': 'player_2', 'move': 1}, 2: {'name': 'player_1', 'move': 1}, 1: {'name': 'player_2', 'move': 1}}"
65,player_2,"{7: {'name': 'player_1', 'move': 1}, 6: {'name': 'player_2', 'move': 1}, 5: {'name': 'player_1', 'move': 1}, 4: {'name': 'player_2', 'move': 1}, 3: {'name': 'player_1', 'move': 1}, 2: {'name': 'player_2', 'move': 2}}"
66,player_1,"{7: {'name': 'player_1', 'move': 1}, 6: {'name': 'player_2', 'move': 2}, 4: {'name': 'player_1', 'move': 1}, 3: {'name': 'player_2', 'move': 2}, 1: {'name': 'player_1', 'move': 1}}"
67,player_1,"{7: {'name': 'player_1', 'move': 1}, 6: {'name': 'player_2', 'move': 2}, 4: {'name': 'player_1', 'move': 1}, 3: {'name': 'player_2', 'move': 2}, 1: {'name': 'player_1', 'move': 1}}"
68,player_1,"{7: {'name': 'player_1', 'move': 1}, 6: {'name': 'player_2', 'move': 2}, 4: {'name': 'player_1', 'move': 1}, 3: {'name': 'player_2', 'move': 2}, 1: {'name': 'player_1', 'move': 1}}"
69,player_1,"{7: {'name': 'player_1', 'move': 1}, 6: {'name': 'player_2', 'move': 1}, 5: {'name': 'player_1', 'move': 1}, 4: {'name': 'player_2', 'move': 1}, 3: {'name': 'player_1', 'move': 1}, 2: {'name': 'player_2', 'move': 1}, 1: {'name': 'player_1', 'move': 1}}"
70,player_1,"{8: {'name': 'player_1', 'move': 1}, 7: {'name': 'player_2', 'move': 1}, 6: {'name': 'player_1', 'move': 1}, 5: {'name': 'player_2', 'move': 2}, 3: {'name': 'player_1', 'move': 1}, 2: {'name': 'player_2', 'move': 1}, 1: {'name': 'player_1', 'move': 1}}"
71,player_2,"{8: {'name': 'player_1', 'move': 1}, 7: {'name': 'player_2', 'move': 2}, 5: {'name': 'player_1', 'move': 1}, 4: {'name': 'player_2', 'move': 2}, 2: {'name': 'player_1', 'move': 1}, 1: {'name': 'player_2', 'move': 1}}"
72,player_1,"{8: {'name': 'player_1', 'move': 1}, 7: {'name': 'player_2', 'move': 2}, 5: {'name': 'player_1', 'move': 1}, 4: {'name': 'player_2', 'move': 1}, 3: {'name': 'player_1', 'move': 1}, 2: {'name': 'player_2', 'move': 1}, 1: {'name': 'player_1', 'move': 1}}"
73,player_2,"{8: {'name': 'player_1', 'move': 1}, 7: {'name': 'player_2', 'move': 1}, 6: {'name': 'player_1', 'move': 1}, 5: {'name': 'player_2', 'move': 2}, 3: {'name': 'player_1', 'move': 1}, 2: {'name': 'player_2', 'move': 2}}"
74,player_1,"{8: {'name': 'player_1', 'move': 1}, 7: {'name': 'player_2', 'move': 1}, 6: {'name': 'player_1', 'move': 1}, 5: {'name': 'player_2', 'move': 1}, 4: {'name': 'player_1', 'move': 1}, 3: {'name': 'player_2', 'move': 2}, 1: {'name': 'player_1', 'move': 1}}"
75,player_1,"{8: {'name': 'player_1', 'move': 1}, 7: {'name': 'player_2', 'move': 1}, 6: {'name': 'player_1', 'move': 1}, 5: {'name': 'player_2', 'move': 2}, 3: {'name': 'player_1', 'move': 1}, 2: {'name': 'player_2', 'move': 1}, 1: {'name': 'player_1', 'move': 1}}"
76,player_2,"{8: {'name': 'player_1', 'move': 1}, 7: {'name': 'player_2', 'move': 1}, 6: {'name': 'player_1', 'move': 1}, 5: {'name': 'player_2', 'move': 2}, 3: {'name': 'player_1', 'move': 1}, 2: {'name': 'player_2', 'move': 2}}"
77,player_1,"{8: {'name': 'player_1', 'move': 1}, 7: {'name': 'player_2', 'move': 2}, 5: {'name': 'player_1', 'move': 1}, 4: {'name': 'player_2', 'move': 1}, 3: {'name': 'player_1', 'move': 1}, 2: {'name': 'player_2', 'move': 1}, 1: {'name': 'player_1', 'move': 1}}"
78,player_2,"{8: {'name': 'player_1', 'move': 1}, 7: {'name': 'player_2', 'move': 1}, 6: {'name': 'player_1', 'move': 1}, 5: {'name': 'player_2', 'move': 2}, 3: {'name': 'player_1', 'move': 1}, 2: {'name': 'player_2', 'move': 2}}"
79,player_2,"{8: {'name': 'player_1', 'move': 1}, 7: {'name': 'player_2', 'move': 2}, 5: {'name': 'player_1', 'move': 1}, 4: {'name': 'player_2', 'move': 1}, 3: {'name': 'player_1', 'move': 1}, 2: {'name': 'player_2', 'move': 2}}"
80,player_2,"{9: {'name': 'player_1', 'move': 1}, 8: {'name': 'player_2', 'move': 2}, 6: {'name': 'player_1', 'move': 1}, 5: {'name': 'player_2', 'move': 2}, 3: {'name': 'player_1', 'move': 1}, 2: {'name': 'player_2', 'move': 2}}"
81,player_1,"{9: {'name': 'player_1', 'move': 1}, 8: {'name': 'player_2', 'move': 1}, 7: {'name': 'player_1', 'move': 1}, 6: {'name': 'player_2', 'move': 1}, 5: {'name': 'player_1', 'move': 1}, 4: {'name': 'player_2', 'move': 1}, 3: {'name': 'player_1', 'move': 1}, 2: {'name': 'player_2', 'move': 1}, 1: {'name': 'player_1', 'move': 1}}"
82,player_2,"{9: {'name': 'player_1', 'move': 1}, 8: {'name': 'player_2', 'move': 1}, 7: {'name': 'player_1', 'move': 1}, 6: {'name': 'player_2', 'move': 1}, 5: {'name': 'player_1', 'move': 1}, 4: {'name': 'player_2', 'move': 2}, 2: {'name': 'player_1', 'move': 1}, 1: {'name': 'player_2', 'move': 1}}"
83,player_2,"{9: {'name': 'player_1', 'move': 1}, 8: {'name': 'player_2', 'move': 1}, 7: {'name': 'player_1', 'move': 1}, 6: {'name': 'player_2', 'move': 1}, 5: {'name': 'player_1', 'move': 1}, 4: {'name': 'player_2', 'move': 2}, 2: {'name': 'player_1', 'move': 1}, 1: {'name': 'player_2', 'move': 1}}"
84,player_2,"{9: {'name': 'player_1', 'move': 1}, 8: {'name': 'player_2', 'move': 1}, 7: {'name': 'player_1', 'move': 1}, 6: {'name': 'player_2', 'move': 1}, 5: {'name': 'player_1', 'move': 1}, 4: {'name': 'player_2', 'move': 2}, 2: {'name': 'player_1', 'move': 1}, 1: {'name': 'player_2', 'move': 1}}"
85,player_2,"{9: {'name': 'player_1', 'move': 1}, 8: {'name': 'player_2', 'move': 2}, 6: {'name': 'player_1', 'move': 1}, 5: {'name': 'player_2', 'move': 2}, 3: {'name': 'player_1', 'move': 1}, 2: {'name': 'player_2', 'move': 2}}"
86,player_2,"{9: {'name': 'player_1', 'move': 1}, 8: {'name': 'player_2', 'move': 1}, 7: {'name': 'player_1', 'move': 1}, 6: {'name': 'player_2', 'move': 2}, 4: {'name': 'player_1', 'move': 1}, 3: {'name': 'player_2', 'move': 1}, 2: {'name': 'player_1', 'move': 1}, 1: {'name': 'player_2', 'move': 1}}"
87,player_2,"{9: {'name': 'player_1', 'move': 1}, 8: {'name': 'player_2', 'move': 2}, 6: {'name': 'player_1', 'move': 1}, 5: {'name': 'player_2', 'move': 1}, 4: {'name': 'player_1', 'move': 1}, 3: {'name': 'player_2', 'move': 1}, 2: {'name': 'player_1', 'move': 1}, 1: {'name': 'player_2', 'move': 1}}"
88,player_1,"{9: {'name': 'player_1', 'move': 1}, 8: {'name': 'player_2', 'move': 1}, 7: {'name': 'player_1', 'move': 1}, 6: {'name': 'player_2', 'move': 1}, 5: {'name': 'player_1', 'move': 1}, 4: {'name': 'player_2', 'move': 2}, 2: {'name': 'player_1', 'move': 1}, 1: {'name': 'player_2', 'move': None}}"
89,player_2,"{9: {'name': 'player_1', 'move': 1}, 8: {'name': 'player_2', 'move': 2}, 6: {'name': 'player_1', 'move': 1}, 5: {'name': 'player_2', 'move': 1}, 4: {'name': 'player_1', 'move': 1}, 3: {'name': 'player_2', 'move': 1}, 2: {'name': 'player_1', 'move': 1}, 1: {'name': 'player_2', 'move': 1}}"
90,player_1,"{10: {'name': 'player_1', 'move': 1}, 9: {'name': 'player_2', 'move': 2}, 7: {'name': 'player_1', 'move': 1}, 6: {'name': 'player_2', 'move': 2}, 4: {'name': 'player_1', 'move': 1}, 3: {'name': 'player_2', 'move': 2}, 1: {'name': 'player_1', 'move': 1}}"
91,player_2,"{10: {'name': 'player_1', 'move': 1}, 9: {'name': 'player_2', 'move': 1}, 8: {'name': 'player_1', 'move': 1}, 7: {'name': 'player_2', 'move': 2}, 5: {'name': 'player_1', 'move': 1}, 4: {'name': 'player_2', 'move': 1}, 3: {'name': 'player_1', 'move': 1}, 2: {'name': 'player_2', 'move': 2}}"
92,player_1,"{10: {'name': 'player_1', 'move': 1}, 9: {'name': 'player_2', 'move': 1}, 8: {'name': 'player_1', 'move': 1}, 7: {'name': 'player_2', 'move': 1}, 6: {'name': 'player_1', 'move': 1}, 5: {'name': 'player_2', 'move': 2}, 3: {'name': 'player_1', 'move': 1}, 2: {'name': 'player_2', 'move': 1}, 1: {'name': 'player_1', 'move': 1}}"
93,player_1,"{10: {'name': 'player_1', 'move': 1}, 9: {'name': 'player_2', 'move': 2}, 7: {'name': 'player_1', 'move': 1}, 6: {'name': 'player_2', 'move': 2}, 4: {'name': 'player_1', 'move': 1}, 3: {'name': 'player_2', 'move': 2}, 1: {'name': 'player_1', 'move': 1}}"
94,player_1,"{10: {'name': 'player_1', 'move': 1}, 9: {'name': 'player_2', 'move': 2}, 7: {'name': 'player_1', 'move': 1}, 6: {'name': 'player_2', 'move': 1}, 5: {'name': 'player_1', 'move': 1}, 4: {'name': 'player_2', 'move': 2}, 2: {'name': 'player_1', 'move': 1}, 1: {'name': 'player_2', 'move': None}}"
95,player_1,"{10: {'name': 'player_1', 'move': 1}, 9: {'name': 'player_2', 'move': 2}, 7: {'name': 'player_1', 'move': 1}, 6: {'name': 'player_2', 'move': 1}, 5: {'name': 'player_1', 'move': 1}, 4: {'name': 'player_2', 'move': 2}, 2: {'name': 'player_1', 'move': 1}, 1: {'name': 'player_2', 'move': None}}"
96,player_1,"{10: {'name': 'player_1', 'move': 1}, 9: {'name': 'player_2', 'move': 1}, 8: {'name': 'player_1', 'move': 1}, 7: {'name': 'player_2', 'move': 1}, 6: {'name': 'player_1', 'move': 1}, 5: {'name': 'player_2', 'move': 2}, 3: {'name': 'player_1', 'move': 1}, 2: {'name': 'player_2', 'move': 1}, 1: {'name': 'player_1', 'move': 1}}"
97,player_1,"{10: {'name': 'player_1', 'move': 1}, 9: {'name': 'player_2', 'move': 1}, 8: {'name': 'player_1', 'move': 1}, 7: {'name': 'player_2', 'move': 1}, 6: {'name': 'player_1', 'move': 1}, 5: {'name': 'player_2', 'move': 2}, 3: {'name': 'player_1', 'move': 1}, 2: {'name': 'player_2', 'move': 1}, 1: {'name': 'player_1', 'move': 1}}"
98,player_1,"{10: {'name': 'player_1', 'move': 1}, 9: {'name': 'player_2', 'move': 1}, 8: {'name': 'player_1', 'move': 1}, 7: {'name': 'player_2', 'move': 1}, 6: {'name': 'player_1', 'move': 1}, 5: {'name': 'player_2', 'move': 1}, 4: {'name': 'player_1', 'move': 1}, 3: {'name': 'player_2', 'move': 2}, 1: {'name': 'player_1', 'move': 1}}"
99,player_1,"{10: {'name': 'player_1', 'move': 1}, 9: {'name': 'player_2', 'move': 2}, 7: {'name': 'player_1', 'move': 1}, 6: {'name': 'player_2', 'move': 2}, 4: {'name': 'player_1', 'move': 1}, 3: {'name': 'player_2', 'move': 2}, 1: {'name': 'player_1', 'move': 1}}"
100,player_2,"{11: {'name': 'player_1', 'move': 1}, 10: {'name': 'player_2', 'move': 1}, 9: {'name': 'player_1', 'move': 1}, 8: {'name': 'player_2', 'move': 1}, 7: {'name': 'player_1', 'move': 1}, 6: {'name': 'player_2', 'move': 2}, 4: {'name': 'player_1', 'move': 1}, 3: {'name': 'player_2', 'move': 1}, 2: {'name': 'player_1', 'move': 1}, 1: {'name': 'player_2', 'move': 1}}"
101,player_2,"{11: {'name': 'player_1', 'move': 1}, 10: {'name': 'player_2', 'move': 2}, 8: {'name': 'player_1', 'move': 1}, 7: {'name': 'player_2', 'move': 2}, 5: {'name': 'player_1', 'move': 1}, 4: {'name': 'player_2', 'move': 2}, 2: {'name': 'player_1', 'move': 1}, 1: {'name': 'player_2', 'move': 1}}"
102,player_2,"{11: {'name': 'player_1', 'move': 1}, 10: {'name': 'player_2', 'move': 1}, 9: {'name': 'player_1', 'move': 1}, 8: {'name': 'player_2', 'move': 1}, 7: {'name': 'player_1', 'move': 1}, 6: {'name': 'player_2', 'move': 1}, 5: {'name': 'player_1', 'move': 1}, 4: {'name': 'player_2', 'move': 2}, 2: {'name': 'player_1', 'move': 1}, 1: {'name': 'player_2', 'move': 1}}"
103,player_2,"{11: {'name': 'player_1', 'move': 1}, 10: {'name': 'player_2', 'move': 2}, 8: {'name': 'player_1', 'move': 1}, 7: {'name': 'player_2', 'move': 2}, 5: {'name': 'player_1', 'move': 1}, 4: {'name': 'player_2', 'move': 2}, 2: {'name': 'player_1', 'move': 1}, 1: {'name': 'player_2', 'move': 1}}"
104,player_1,"{11: {'name': 'player_1', 'move': 1}, 10: {'name': 'player_2', 'move': 2}, 8: {'name': 'player_1', 'move': 1}, 7: {'name': 'player_2', 'move': 1}, 6: {'name': 'player_1', 'move': 1}, 5: {'name': 'player_2', 'move': 1}, 4: {'name': 'player_1', 'move': 1}, 3: {'name': 'player_2', 'move': 1}, 2: {'name': 'player_1', 'move': 1}, 1: {'name': 'player_2', 'move': None}}"
105,player_2,"{11: {'name': 'player_1', 'move': 1}, 10: {'name': 'player_2', 'move': 1}, 9: {'name': 'player_1', 'move': 1}, 8: {'name': 'player_2', 'move': 2}, 6: {'name': 'player_1', 'move': 1}, 5: {'name': 'player_2', 'move': 1}, 4: {'name': 'player_1', 'move': 1}, 3: {'name': 'player_2', 'move': 1}, 2: {'name': 'player_1', 'move': 1}, 1: {'name': 'player_2', 'move': 1}}"
106,player_1,"{11: {'name': 'player_1', 'move': 1}, 10: {'name': 'player_2', 'move': 2}, 8: {'name': 'player_1', 'move': 1}, 7: {'name': 'player_2', 'move': 2}, 5: {'name': 'player_1', 'move': 1}, 4: {'name': 'player_2', 'move': 1}, 3: {'name': 'player_1', 'move': 1}, 2: {'name': 'player_2', 'move': 1}, 1: {'name': 'player_1', 'move': 1}}"
107,player_2,"{11: {'name': 'player_1', 'move': 1}, 10: {'name': 'player_2', 'move': 2}, 8: {'name': 'player_1', 'move': 1}, 7: {'name': 'player_2', 'move': 2}, 5: {'name': 'player_1', 'move': 1}, 4: {'name': 'player_2', 'move': 2}, 2: {'name': 'player_1', 'move': 1}, 1: {'name': 'player_2', 'move': 1}}"
108,player_1,"{11: {'name': 'player_1', 'move': 1}, 10: {'name': 'player_2', 'move': 1}, 9: {'name': 'player_1', 'move': 1}, 8: {'name': 'player_2', 'move': 2}, 6: {'name': 'player_1', 'move': 1}, 5: {'name': 'player_2', 'move': 2}, 3: {'name': 'player_1', 'move': 1}, 2: {'name': 'player_2', 'move': 1}, 1: {'name': 'player_1', 'move': 1}}"
109,player_2,"{11: {'name': 'player_1', 'move': 1}, 10: {'name': 'player_2', 'move': 1}, 9: {'name': 'player_1', 'move': 1}, 8: {'name': 'player_2', 'move': 2}, 6: {'name': 'player_1', 'move': 1}, 5: {'name': 'player_2', 'move': 2}, 3: {'name': 'player_1', 'move': 1}, 2: {'name': 'player_2', 'move': 2}}"
110,player_1,"{12: {'name': 'player_1', 'move': 1}, 11: {'name': 'player_2', 'move': 1}, 10: {'name': 'player_1', 'move': 1}, 9: {'name': 'player_2', 'move': 2}, 7: {'name': 'player_1', 'move': 1}, 6: {'name': 'player_2', 'move': 2}, 4: {'name': 'player_1', 'move': 1}, 3: {'name': 'player_2', 'move': 2}, 1: {'name': 'player_1', 'move': 1}}"
111,player_1,"{12: {'name': 'player_1', 'move': 1}, 11: {'name': 'player_2', 'move': 2}, 9: {'name': 'player_1', 'move': 1}, 8: {'name': 'player_2', 'move': 1}, 7: {'name': 'player_1', 'move': 1}, 6: {'name': 'player_2', 'move': 1}, 5: {'name': 'player_1', 'move': 1}, 4: {'name': 'player_2', 'move': 1}, 3: {'name': 'player_1', 'move': 1}, 2: {'name': 'player_2', 'move': 1}, 1: {'name': 'player_1', 'move': 1}}"
112,player_2,"{12: {'name': 'player_1', 'move': 1}, 11: {'name': 'player_2', 'move': 1}, 10: {'name': 'player_1', 'move': 1}, 9: {'name': 'player_2', 'move': 1}, 8: {'name': 'player_1', 'move': 1}, 7: {'name': 'player_2', 'move': 1}, 6: {'name': 'player_1', 'move': 1}, 5: {'name': 'player_2', 'move': 2}, 3: {'name': 'player_1', 'move': 1}, 2: {'name': 'player_2', 'move': 2}}"
113,player_2,"{12: {'name': 'player_1', 'move': 1}, 11: {'name': 'player_2', 'move': 1}, 10: {'name': 'player_1', 'move': 1}, 9: {'name': 'player_2', 'move': 1}, 8: {'name': 'player_1', 'move': 1}, 7: {'name': 'player_2', 'move': 2}, 5: {'name': 'player_1', 'move': 1}, 4: {'name': 'player_2', 'move': 2}, 2: {'name': 'player_1', 'move': 1}, 1: {'name': 'player_2', 'move': 1}}"
114,player_1,"{12: {'name': 'player_1', 'move': 1}, 11: {'name': 'player_2', 'move': 2}, 9: {'name': 'player_1', 'move': 1}, 8: {'name': 'player_2', 'move': 2}, 6: {'name': 'player_1', 'move': 1}, 5: {'name': 'player_2', 'move': 1}, 4: {'name': 'player_1', 'move': 1}, 3: {'name': 'player_2', 'move': 1}, 2: {'name': 'player_1', 'move': 1}, 1: {'name': 'player_2', 'move': None}}"
115,player_2,"{12: {'name': 'player_1', 'move': 1}, 11: {'name': 'player_2', 'move': 2}, 9: {'name': 'player_1', 'move': 1}, 8: {'name': 'player_2', 'move': 1}, 7: {'name': 'player_1', 'move': 1}, 6: {'name': 'player_2', 'move': 2}, 4: {'name': 'player_1', 'move': 1}, 3: {'name': 'player_2', 'move': 1}, 2: {'name': 'player_1', 'move': 1}, 1: {'name': 'player_2', 'move': 1}}"
